Time,Pan_Error,Pan_Angle,Tilt_Error,Tilt_Angle
3.88055,-20.43749,20.43749,-12.39257,-4.67582
4.24744,-12.39606,32.64606,-6.15307,-6.08522
4.36661,-11.22382,43.62382,-7.49058,-8.45907
4.48999,-9.69310,53.16310,-8.50942,-11.08090
4.73539,-7.40667,60.32667,-4.93274,-12.41323
4.85644,-8.38699,68.59699,-6.50021,-14.46689
4.97901,-8.15539,76.73539,-7.02066,-16.71756
5.21918,-6.40630,83.08630,-6.02668,-18.49087
5.33701,-5.16685,88.05685,-7.41830,-20.84372
5.47411,-4.69323,92.71323,-6.01607,-22.60798
5.61817,-4.32634,96.93634,-2.01818,-23.07197
5.85408,3.32833,93.60167,0.37412,-22.98517
5.97139,4.36615,89.05385,1.14941,-22.65623
6.09486,5.98454,82.84546,1.05759,-22.36724
6.23490,4.55024,78.06976,-0.12939,-22.59593
6.47726,-7.43396,85.46396,-1.10856,-23.05792
6.60128,-9.51398,94.83398,-1.38734,-23.64887
6.72844,-8.59864,103.36864,0.32349,-23.58667
6.85060,-7.75018,110.89018,1.36507,-23.30487
6.98119,-7.75233,118.45233,1.66035,-22.88921
7.10098,-8.19774,126.45774,0.20661,-23.03943
7.30167,-7.94845,134.30845,0.15656,-22.99509
7.49477,-8.10932,135.00000,0.11641,-23.00668
7.69690,-8.53807,135.00000,1.70249,-22.46743
7.82439,-9.50275,135.00000,2.04609,-21.87300
7.99417,-9.77393,135.00000,1.94352,-21.38079
8.13068,-10.12638,135.00000,5.60771,-19.60249
8.26122,-10.20180,135.00000,7.15647,-17.41682
8.41397,-10.52747,135.00000,7.67161,-15.14015
8.54517,-9.83927,135.00000,8.74627,-12.63839
8.66870,-9.40808,135.00000,8.35147,-10.28822
8.79327,-8.75835,135.00000,8.77799,-7.79205
8.91640,-8.14415,135.00000,8.41404,-5.40803
9.15705,-6.42106,135.00000,6.83523,-3.58115
9.27630,-5.65183,135.00000,9.76991,-0.57412
9.54881,-5.75368,135.00000,9.51741,2.12729
9.66630,-6.27321,135.00000,9.89910,4.96158
9.79065,-6.74248,135.00000,7.65634,7.08818
10.14840,-7.45340,135.00000,2.86361,7.73740
10.27054,-7.38482,135.00000,3.12738,8.50592
10.40515,-7.29312,135.00000,2.39782,9.15831
10.52742,-7.41924,135.00000,1.49562,9.42298
10.65069,-7.50188,135.00000,0.80989,9.58365
10.76951,-7.54958,135.00000,0.93588,9.82427
10.92087,-7.44482,135.00000,0.59228,9.88825
11.04399,-7.47761,135.00000,0.81144,9.96938
11.17061,-7.46013,135.00000,0.68576,10.10235
11.29155,-7.68622,135.00000,-1.62131,9.53231
11.41348,-7.70748,135.00000,-4.84407,7.82207
11.53512,-7.63127,135.00000,-9.33714,4.82201
11.67501,-7.99144,135.00000,-13.97508,0.36830
12.02180,-8.32631,135.00000,-15.24703,-4.24585
12.15683,-8.22529,135.00000,-17.24219,-9.54189
12.54231,-8.11973,135.00000,-7.63413,-11.78042
12.67156,-8.13396,135.00000,-7.54371,-14.14097
12.79481,-7.92096,135.00000,-5.50573,-15.82393
12.91586,-7.96694,135.00000,-2.63255,-16.56303
13.04650,-8.09552,135.00000,-0.47392,-16.83254
13.99891,-5.52365,135.00000,-16.11089,-22.08837
14.12319,-6.12304,135.00000,-11.70390,-25.55756
14.24606,-6.94170,135.00000,-4.34639,-26.70898
14.37927,-7.18658,135.00000,-0.03428,-26.74032
14.49768,-7.18838,135.00000,2.14491,-26.13143
14.63118,-7.23367,135.00000,2.03437,-25.67195
14.78491,-7.21982,135.00000,1.90874,-25.16993
14.91965,-7.30445,135.00000,3.47902,-24.12472
15.04793,-7.17552,135.00000,5.86372,-22.49334
15.16726,-6.78308,135.00000,8.96538,-19.74904
15.29682,-6.77263,135.00000,9.48445,-16.94448
15.43561,-6.67409,135.00000,9.57869,-14.22456
15.57756,-6.75705,135.00000,8.27118,-11.94383
15.72380,-6.85462,135.00000,5.94910,-10.31958
15.85082,-6.63968,135.00000,5.16113,-8.90657
15.97190,-6.78000,135.00000,4.51406,-7.65794
16.09287,-7.19457,135.00000,3.94164,-6.56818
16.22286,-7.51076,135.00000,4.34761,-5.34821
16.34754,-7.68417,135.00000,4.36365,-4.09061
16.47064,-7.72579,135.00000,4.44194,-2.80599
16.58899,-7.61432,135.00000,5.10890,-1.33527
16.75036,-7.50083,135.00000,5.04645,0.07282
16.87014,-7.50005,135.00000,4.87738,1.46021
16.99322,-7.51803,135.00000,4.87833,2.90352
17.12081,-7.43295,135.00000,4.08821,4.09262
17.24737,-7.47009,135.00000,2.81324,4.78180
17.37000,-7.48588,135.00000,2.78191,5.51403
17.49450,-7.10477,135.00000,3.83828,6.56960
17.65260,-6.89052,135.00000,4.10172,7.71499
17.83340,-6.82136,135.00000,3.99447,8.75654
18.00030,-6.53472,135.00000,4.33331,9.94564
18.12887,-6.53625,135.00000,4.00898,11.09733
18.26933,-6.67569,135.00000,2.68641,11.76421
18.39140,-6.75791,135.00000,1.22351,12.04319
18.60699,-6.95911,135.00000,-0.69068,11.64193
18.82927,-7.92199,135.00000,-6.73862,9.40205
18.98888,-8.66571,135.00000,-11.15164,5.94479
19.13687,-8.29805,135.00000,-13.17348,1.95626
19.25983,-8.18380,135.00000,-12.04423,-1.79568
19.52367,-8.48212,135.00000,-7.71797,-4.04891
19.65595,-9.52069,135.00000,-10.67848,-7.38873
20.03923,-9.65704,135.00000,-9.18797,-10.29408
20.17653,-10.00164,135.00000,-13.39438,-14.52086
20.29618,-10.14273,135.00000,-12.69580,-18.37841
20.45367,-10.07904,135.00000,-9.61710,-21.37997
20.57967,-10.16921,135.00000,-7.66922,-23.69237
