Time,Pan_Error,Pan_Angle,Tilt_Error,Tilt_Angle
21.23976,6.69364,-3.45364,-9.76794,-90.00000
21.60848,-5.81060,2.30060,-9.72088,-90.00000
21.79181,-6.37161,8.53161,-9.72162,-90.00000
21.96985,-2.90185,11.27185,-9.67366,-90.00000
22.09701,1.70731,9.36269,-9.73401,-90.00000
22.23327,5.23301,3.94699,-9.75517,-90.00000
22.37269,5.92410,-2.14410,-9.79898,-90.00000
22.50219,2.00536,-4.16536,-9.84755,-90.00000
22.62927,-3.36293,-0.95707,-9.73010,-90.00000
22.75181,-5.39082,4.31082,-9.73361,-90.00000
22.88242,-6.31416,10.36416,-9.68969,-90.00000
23.01619,-2.63246,12.89246,-9.64256,-90.00000
23.26603,6.77895,5.91105,-9.73775,-90.00000
23.38793,7.87861,-2.20861,-9.69151,-90.00000
23.75426,-4.36195,1.93195,-9.58795,-90.00000
23.88406,-4.95581,6.84581,-9.50675,-90.00000
24.03271,-3.75040,10.50040,-9.55227,-90.00000
24.22127,0.64813,9.61187,-9.55206,-90.00000
24.34846,5.48286,3.96714,-9.43878,-90.00000
24.49821,6.09618,-2.31618,-9.46733,-90.00000
24.64820,1.93561,-4.36561,-9.38070,-90.00000
24.78719,-3.09122,-1.49878,-9.47512,-90.00000
24.92843,-5.91192,4.29192,-9.48058,-90.00000
25.06036,-6.61368,10.66368,-9.44941,-90.00000
25.20868,-2.17123,12.70123,-9.44328,-90.00000
25.45628,6.99144,5.69856,-9.55761,-90.00000
25.58511,8.08465,-2.41465,-9.53912,-90.00000
25.94917,-4.26249,1.83249,-9.63088,-90.00000
26.07976,-4.78151,6.40151,-9.66122,-90.00000
26.20282,-3.65108,9.86108,-9.67393,-90.00000
26.32818,0.04024,9.67976,-9.68686,-90.00000
26.45695,4.23433,5.21567,-9.72600,-90.00000
26.58128,5.23834,-0.10834,-9.67926,-90.00000
26.71122,3.37427,-3.64427,-9.66708,-90.00000
26.83323,-1.19750,-2.58250,-9.65454,-90.00000
26.95866,-4.55655,1.85655,-9.67349,-90.00000
27.08726,-5.38345,7.00345,-9.55531,-90.00000
27.21155,-3.81049,10.56049,-9.57187,-90.00000
27.45731,4.44635,6.08365,-9.60695,-90.00000
27.57907,6.16578,-0.22578,-9.64895,-90.00000
27.69991,4.29177,-4.56177,-9.60548,-90.00000
27.83176,-0.95729,-3.63271,-9.65969,-90.00000
27.97172,-5.08371,1.30371,-9.60184,-90.00000
28.09493,-5.80338,6.88338,-9.55366,-90.00000
28.22034,-4.03872,10.78872,-9.49231,-90.00000
28.45765,4.48830,6.04170,-9.69834,-90.00000
28.57964,6.30795,-0.36795,-9.79942,-90.00000
28.72847,4.35999,-4.89999,-9.86212,-90.00000
28.85915,-1.65383,-3.47617,-9.71790,-90.00000
28.98474,-4.67289,1.16289,-9.79169,-90.00000
29.11448,-5.99970,7.07970,-9.84213,-90.00000
29.23605,-4.54109,11.56109,-9.88512,-90.00000
29.60956,7.04757,4.29243,-9.88920,-90.00000
29.74624,7.14784,-3.09784,-9.88778,-90.00000
29.86764,3.80187,-7.04187,-9.89101,-90.00000
30.23192,-8.69468,1.40468,-9.76486,-90.00000
30.38635,-8.69488,10.04488,-9.79499,-90.00000
30.51565,-4.53479,14.52479,-9.77383,-90.00000
30.87597,10.14831,4.16169,-9.94122,-90.00000
30.99699,10.64087,-6.59087,-9.85088,-90.00000
31.37256,-7.41979,0.66979,-9.70522,-90.00000
31.49139,-8.21056,8.75056,-9.67322,-90.00000
31.85211,3.37485,5.26515,-9.86193,-90.00000
31.97862,4.31405,0.81595,-9.84861,-90.00000
32.10354,3.47392,-2.66392,-9.78651,-90.00000
32.22926,-0.17427,-2.52573,-9.86434,-90.00000
32.34878,-2.79920,0.09920,-9.80747,-90.00000
32.46772,-4.37540,4.37540,-9.77995,-90.00000
32.59118,-4.26719,8.58719,-9.70340,-90.00000
32.87047,2.89315,5.47685,-9.74599,-90.00000
32.99075,4.72489,0.67511,-9.70987,-90.00000
33.12131,3.84359,-3.30359,-9.69823,-90.00000
33.35750,-3.78573,0.27573,-9.70646,-90.00000
33.48011,-5.51076,5.78076,-9.66139,-90.00000
33.60355,-4.67805,10.34805,-9.65878,-90.00000
33.72887,-0.41768,10.67768,-9.61031,-90.00000
33.96664,6.36530,4.16470,-9.61864,-90.00000
34.08972,6.72005,-2.67005,-9.64715,-90.00000
34.21895,3.56040,-6.26040,-9.60537,-90.00000
34.48026,-6.19272,-0.28728,-9.64540,-90.00000
