Time,Pan_Error,Pan_Angle,Tilt_Error,Tilt_Angle
18.08191,-11.36229,135.00000,2.91336,-54.69549
18.20813,-11.42871,135.00000,1.23033,-53.82499
18.35527,-11.46810,135.00000,-0.60801,-54.48605
18.48391,-11.11057,135.00000,0.95200,-53.80068
18.73963,-9.27252,135.00000,13.09629,-43.80337
19.13680,-6.65678,135.00000,10.40248,-36.16037
19.26635,-6.67051,135.00000,10.38501,-28.39151
19.41271,-6.68354,135.00000,2.56218,-26.63926
19.55520,-6.63873,135.00000,-7.13552,-32.14041
19.69384,-6.60950,135.00000,-9.14528,-39.10958
19.82933,-6.56982,135.00000,-5.63064,-43.40981
19.96270,-6.61372,135.00000,1.64593,-42.21620
20.12122,-6.60485,135.00000,6.57122,-37.29815
20.24748,-6.73490,135.00000,7.34628,-31.91881
20.37104,-6.74273,135.00000,3.44186,-29.51611
20.63027,-6.85176,135.00000,-5.38692,-33.68858
20.76348,-6.87994,135.00000,-5.55649,-38.00982
20.90248,-6.90831,135.00000,-3.39392,-40.67440
21.03705,-6.86100,135.00000,1.72246,-39.31519
21.16815,-6.85908,135.00000,4.08620,-36.32185
21.29953,-6.84452,135.00000,4.62736,-32.88185
21.42528,-6.75538,135.00000,2.32357,-31.22958
21.56434,-6.79905,135.00000,-0.99967,-32.11598
21.71303,-6.69488,135.00000,-3.36597,-34.77718
21.84351,-6.69389,135.00000,-3.36435,-37.44324
21.98021,-6.62229,135.00000,-2.06038,-39.14749
22.23569,-6.54121,135.00000,2.65415,-37.18578
22.37335,-6.58431,135.00000,2.59341,-35.31576
22.53174,-6.59746,135.00000,2.49769,-33.58801
22.66598,-6.59631,135.00000,0.78631,-33.09292
22.79752,-6.55196,135.00000,-0.89424,-33.81279
22.94138,-6.52228,135.00000,-1.36188,-34.86753
23.07291,-6.52228,135.00000,-1.36188,-35.94141
23.21744,-6.52228,135.00000,-1.36188,-37.02141
23.34784,-6.50791,135.00000,-1.06737,-37.87675
23.53315,-6.55306,135.00000,0.22721,-37.79309
23.70481,-6.66756,135.00000,1.23709,-36.85940
23.85511,-6.76829,135.00000,1.23862,-35.97102
24.01934,-6.76757,135.00000,1.22146,-35.08412
