Time,Pan_Error,Pan_Angle,Tilt_Error,Tilt_Angle
4.53044,-8.79869,8.79869,-14.12920,-5.17438
4.66027,-5.09864,13.73864,-13.09012,-9.08015
4.78991,-3.40230,16.90230,-9.56125,-11.82735
4.92434,-3.47214,20.21214,-6.28723,-13.56671
5.05579,-5.31969,25.29969,-4.64927,-14.97759
5.18754,-9.16930,34.27930,-2.14267,-15.61784
5.31718,-12.26878,46.28878,-1.81761,-16.18694
5.45011,-13.40850,59.57850,-2.01663,-16.81595
5.58130,-13.46477,72.86477,-1.29843,-17.27093
5.71448,-12.93479,85.56479,-1.02913,-17.57460
5.85440,-12.73750,98.05750,-1.14849,-17.99066
5.98889,-12.48559,110.49559,-0.85445,-18.24161
6.12218,-12.18012,122.61012,-0.12338,-18.36119
6.25702,-12.02799,134.60799,0.11038,-18.49568
6.38831,-11.93252,135.00000,1.15430,-18.14469
6.51776,-11.89169,135.00000,1.54373,-17.69896
6.64861,-11.73734,135.00000,1.87020,-17.24421
6.78578,-12.32041,135.00000,4.99205,-15.64437
6.91558,-12.99991,135.00000,5.93803,-13.83756
7.04920,-13.47730,135.00000,5.08314,-12.37144
7.18884,-13.66691,135.00000,3.87045,-11.30947
7.33755,-13.84276,135.00000,2.82892,-10.53391
7.48173,-14.07303,135.00000,2.14266,-10.00472
7.62344,-14.19274,135.00000,1.02162,-9.81763
7.77791,-14.23896,135.00000,0.16580,-9.88327
7.92678,-14.34859,135.00000,-0.38035,-10.03477
8.06357,-14.47136,135.00000,-0.38817,-10.19674
8.19779,-14.75599,135.00000,-0.36490,-10.36862
8.32828,-14.87997,135.00000,-0.25504,-10.51255
8.45574,-14.90764,135.00000,-0.22345,-10.68591
8.58882,-14.81029,135.00000,-0.16900,-10.84880
8.72817,-14.87042,135.00000,-0.13020,-11.01773
8.87380,-14.86940,135.00000,-0.02031,-11.16238
9.01228,-14.83850,135.00000,0.05758,-11.32013
9.14658,-14.81555,135.00000,0.16662,-11.28644
9.29529,-14.78859,135.00000,0.32249,-11.23822
9.42548,-14.69252,135.00000,0.38561,-11.22231
9.58051,-14.59958,135.00000,0.40137,-11.21910
9.72032,-14.62608,135.00000,0.50913,-11.18394
9.85718,-14.54256,135.00000,0.65515,-11.13901
9.99621,-14.50027,135.00000,0.73215,-10.93804
10.12586,-14.44720,135.00000,0.67918,-10.77782
10.26176,-14.36277,135.00000,0.81016,-10.55312
